Target(Class),GyroX,GyroY,GyroZ,AccX,AccY,AccZ
1,-0.9236641221374046,3.6946564885496183,0.8244274809160306,0.16259765625,-0.086669921875,-0.969482421875
1,-0.9083969465648856,4.534351145038168,0.8320610687022901,0.17578125,-0.1005859375,-1.01318359375
1,0.7862595419847328,3.969465648854962,0.5877862595419847,0.32275390625,-0.140380859375,-0.91162109375
1,0.3358778625954199,4.564885496183206,-0.2519083969465649,0.480224609375,-0.226806640625,-0.936767578125
1,3.3511450381679393,2.6946564885496183,-0.1068702290076336,0.426025390625,-0.25390625,-0.9501953125
1,-1.5038167938931297,3.183206106870229,-1.656488549618321,0.3837890625,-0.1416015625,-0.919677734375
1,1.3587786259541987,8.725190839694656,-0.9465648854961832,0.40478515625,-0.25732421875,-0.862548828125
1,-1.083969465648855,4.106870229007634,-0.6259541984732825,0.346923828125,-0.106201171875,-0.969970703125
1,0.053435114503816786,5.083969465648855,-2.221374045801527,0.276611328125,-0.257568359375,-1.00830078125
1,-1.106870229007634,3.656488549618321,0.7786259541984732,0.158935546875,-0.111572265625,-0.971435546875
1,-0.9923664122137404,3.3053435114503817,0.6946564885496184,0.17724609375,-0.100341796875,-1.002197265625
1,-0.8396946564885496,3.725190839694656,0.7404580152671756,0.18115234375,-0.095458984375,-0.980224609375
1,-0.1297709923664122,4.083969465648855,0.8778625954198473,0.306396484375,-0.16064453125,-0.94677734375
1,-1.3587786259541987,5.564885496183206,0.1984732824427481,0.51220703125,-0.1865234375,-0.977783203125
1,1.282442748091603,0.4045801526717557,1.1984732824427482,0.577392578125,-0.29736328125,-0.86083984375
1,-0.2366412213740458,0.7328244274809159,1.4503816793893132,0.34716796875,-0.072509765625,-1.05224609375
1,-0.8473282442748091,2.030534351145038,0.6946564885496184,0.490478515625,-0.109619140625,-0.966064453125
1,1.770992366412214,8.526717557251908,1.946564885496183,0.455322265625,-0.253173828125,-0.851318359375
1,-0.6106870229007634,4.450381679389314,0.816793893129771,0.157958984375,-0.0654296875,-1.016357421875
1,-0.7480916030534351,4.3740458015267185,0.8091603053435115,0.15576171875,-0.082275390625,-0.987548828125
1,-0.5877862595419847,5.366412213740458,1.8778625954198471,0.3564453125,-0.18603515625,-1.053466796875
1,-0.3893129770992366,2.5267175572519083,0.3816793893129771,0.516845703125,-0.183349609375,-0.808349609375
1,1.3206106870229009,9.213740458015268,1.83206106870229,0.6435546875,-0.2158203125,-1.069580078125
1,-3.709923664122138,5.793893129770992,-1.419847328244275,0.3046875,-0.197998046875,-1.033203125
1,-5.694656488549619,4.778625954198472,-0.015267175572519082,0.465087890625,-0.1669921875,-0.8388671875
1,1.916030534351145,4.3740458015267185,-0.5267175572519084,0.257568359375,-0.132568359375,-0.9482421875
1,2.618320610687023,8.229007633587786,-1.312977099236641,0.0791015625,-0.00537109375,-0.870361328125
1,-0.5954198473282443,4.2824427480916025,0.8625954198473282,0.18212890625,-0.104248046875,-0.986572265625
1,-0.7557251908396947,4.503816793893129,0.9541984732824428,0.222412109375,-0.087158203125,-0.990234375
1,0.4961832061068702,8.717557251908397,1.030534351145038,0.5126953125,-0.194580078125,-0.825927734375
1,-0.06870229007633588,2.8702290076335877,1.9312977099236641,0.456298828125,-0.17919921875,-0.9375
1,-2.4885496183206106,6.648854961832062,1.045801526717557,0.556396484375,-0.1875,-0.981689453125
1,-0.2290076335877863,6.679389312977098,-0.7557251908396947,0.380615234375,-0.243408203125,-1.003173828125
1,-0.5725190839694656,4.908396946564887,0.916030534351145,0.455078125,-0.2421875,-0.96484375
1,1.580152671755725,0.648854961832061,-2.4656488549618323,0.291748046875,-0.375244140625,-1.12451171875
1,1.053435114503817,7.091603053435113,1.0610687022900758,0.242431640625,0.08056640625,-0.81005859375
1,-0.4045801526717557,4.068702290076335,0.9770992366412212,0.15869140625,-0.087890625,-1.02099609375
1,-0.4045801526717557,4.229007633587786,0.900763358778626,0.156494140625,-0.088134765625,-0.9853515625
1,2.50381679389313,4.496183206106871,1.4732824427480917,0.393798828125,-0.135009765625,-0.942138671875
1,-3.33587786259542,4.290076335877862,0.9847328244274808,0.4921875,-0.070068359375,-0.82470703125
1,-3.1908396946564888,3.4656488549618323,-1.3587786259541987,0.489501953125,-0.2744140625,-1.021484375
1,-4.9465648854961835,10.65648854961832,-0.2824427480916031,0.381103515625,-0.047119140625,-1.126220703125
1,-4.473282442748092,9.503816793893131,0.5114503816793893,0.517333984375,-0.245361328125,-0.778076171875
1,10.152671755725189,5.564885496183206,1.213740458015267,0.419921875,-0.119873046875,-1.042236328125
1,-0.9694656488549618,9.557251908396944,-0.6717557251908397,0.1689453125,-0.1552734375,-1.11474609375
1,-0.7099236641221374,5.045801526717558,0.6183206106870229,0.179443359375,-0.088623046875,-1.018798828125
1,-0.2137404580152672,4.221374045801527,0.8854961832061069,0.26123046875,-0.13232421875,-1.034912109375
1,1.091603053435114,5.549618320610686,0.4122137404580153,0.54931640625,-0.27587890625,-0.882080078125
1,-3.541984732824428,4.923664122137406,-1.213740458015267,0.6083984375,-0.192626953125,-0.916748046875
1,-1.633587786259542,7.190839694656487,-1.8702290076335881,0.32861328125,-0.050048828125,-0.913818359375
1,0.5343511450381679,4.66412213740458,-2.122137404580153,0.378662109375,-0.06396484375,-0.934326171875
1,0.6106870229007634,3.038167938931298,1.5114503816793892,0.549560546875,-0.17333984375,-1.087158203125
1,2.061068702290076,-2.8015267175572522,-0.2137404580152672,0.1337890625,-0.078857421875,-1.2158203125
1,-1.8778625954198471,0.2824427480916031,-1.3816793893129773,0.194091796875,-0.178466796875,-1.083251953125
1,-0.4656488549618321,4.236641221374046,0.9465648854961832,0.15625,-0.0771484375,-1.005126953125
1,-0.6717557251908397,4.442748091603052,0.8320610687022901,0.171142578125,-0.06396484375,-1.011474609375
1,-0.8015267175572519,4.564885496183206,0.9465648854961832,0.20458984375,-0.065185546875,-1.049560546875
1,0.9465648854961832,6.389312977099237,0.8778625954198473,0.445556640625,-0.23095703125,-0.984375
1,-3.6870229007633593,3.3664122137404577,-1.8702290076335881,0.4619140625,-0.17919921875,-0.924560546875
1,-0.2595419847328244,2.053435114503817,0.4809160305343512,0.4541015625,-0.16259765625,-0.880126953125
1,3.458015267175572,-0.2290076335877863,0.9847328244274808,0.400146484375,-0.27294921875,-1.01123046875
1,-4.648854961832061,7.435114503816794,3.7022900763358777,0.55517578125,-0.3251953125,-1.104248046875
1,-5.442748091603052,4.7251908396946565,0.5267175572519084,0.3037109375,-0.112060546875,-1.280517578125
